# Column 1: Algorithm
# Column 2: Computation (cores) for aggregator
# --- First pass at data ---
1 14491342050146 850000000000 43500000000000 2550000000000 290000000000000 17000000000000
2 144913420501460 8500000000000 435000000000000 25500000000000 2900000000000000 170000000000000
3 1449134205014600 85000000000000 4350000000000000 255000000000000 29000000000000000 1700000000000000 #1.3bil
4 14491342050146000 850000000000000 43500000000000000 2550000000000000 290000000000000000 17000000000000000
